filename,width,height,class,xmin,ymin,xmax,ymax
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,91,352,113,390
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,4,22,50,87
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,201,150,220,170
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,55,91,85,122
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,363,293,381,312
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,334,148,361,169
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,76,232,99,254
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,39,18,62,39
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,316,188,337,205
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,156,171,184,198
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,119,348,147,373
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,106,328,130,354
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,26,302,49,325
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,349,81,371,106
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,306,67,336,108
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,56,329,91,358
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,ANOM,8,273,30,284
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,OTHPAR,34,271,53,295
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,373,279,390,299
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,127,18,152,39
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,ANOM,106,13,119,32
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,322,277,347,302
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,305,168,324,188
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,130,212,148,234
Data\images/1f1f551c037f4430ae83ee1c8b6415ef.png,416,416,MOL,207,122,227,142
Data\images/1f600089433b48c6a51be5dcee72ded5.png,416,416,ANOM,246,348,275,372
Data\images/1f600089433b48c6a51be5dcee72ded5.png,416,416,POL,76,280,163,332
Data\images/1f600089433b48c6a51be5dcee72ded5.png,416,416,ANOM,309,137,336,158
Data\images/1f600089433b48c6a51be5dcee72ded5.png,416,416,ANOM,351,78,368,95
Data\images/1f600089433b48c6a51be5dcee72ded5.png,416,416,ANOM,265,85,285,102
Data\images/1f600089433b48c6a51be5dcee72ded5.png,416,416,ANOM,256,116,296,135
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,POL,22,203,99,281
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,165,38,191,59
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,364,288,395,316
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,294,353,323,377
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,199,178,228,208
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,OTHPAR,13,155,58,203
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,52,281,84,413
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,34,59,60,81
Data\images/200a31acdd8144a5a23e8643ac426941.png,416,416,ANOM,352,179,380,209
Data\images/20200426T22124283314990x1.png,416,416,ANOM,229,47,270,87
Data\images/20200426T22124283314990x1.png,416,416,ANOM,229,223,261,254
Data\images/20200426T22124283314990x1.png,416,416,ANOM,86,325,119,355
Data\images/20200426T22124283314990x1.png,416,416,ANOM,187,150,215,181
Data\images/20200426T22124283314990x1.png,416,416,ANOM,150,161,164,174
Data\images/20200426T22124283314990x1.png,416,416,ANOM,22,58,57,80
Data\images/20200426T22124283314990x1.png,416,416,ANOM,171,352,206,393
Data\images/20200426T22124283314990x1.png,416,416,ANOM,385,307,414,343
Data\images/20200426T22124283314993x1.png,416,416,ANOM,394,114,405,127
Data\images/20200426T22124283314993x1.png,416,416,ANOM,339,101,366,123
Data\images/20200426T22124283314993x1.png,416,416,ANOM,204,157,230,176
Data\images/20200426T22124283314993x1.png,416,416,ANOM,187,127,206,150
Data\images/20200426T22124283314993x1.png,416,416,ANOM,263,150,288,180
Data\images/20200426T22124283314993x1.png,416,416,ANOM,158,310,186,335
Data\images/20200426T22124283314993x2.png,416,416,ANOM,157,37,187,75
Data\images/20200426T22124283314993x2.png,416,416,ANOM,302,126,339,165
Data\images/20200426T22124283314993x2.png,416,416,ANOM,178,202,218,230
Data\images/20200426T22124283314993x2.png,416,416,ANOM,386,294,413,339
Data\images/20200426T22124283314993x2.png,416,416,ANOM,133,364,172,403
Data\images/20200426T22124283314993x2.png,416,416,ANOM,226,364,262,400
Data\images/20200426T22124283314993x2.png,416,416,ANOM,243,232,268,255
Data\images/20200426T22124283314993x2.png,416,416,ANOM,235,300,257,316
Data\images/20200426T22124283315000x2.png,416,416,ANOM,112,110,141,154
Data\images/20200426T22124283315000x2.png,416,416,ANOM,235,92,267,135
Data\images/20200426T22124283315000x2.png,416,416,ANOM,307,184,342,222
Data\images/20200426T22124283315000x2.png,416,416,ANOM,367,284,408,326
Data\images/20200426T22124283315000x2.png,416,416,ANOM,26,288,70,327
Data\images/20200426T22124283315000x2.png,416,416,MOL,247,321,270,335
Data\images/20200426T22124283315000x2.png,416,416,OTHPAR,225,320,239,332
Data\images/20200426T22124283315000x2.png,416,416,ANOM,17,362,41,385
Data\images/20200426T22124283315002x2.png,416,416,ANOM,294,226,322,268
Data\images/20200426T22124283315002x2.png,416,416,ANOM,221,41,258,77
Data\images/20200426T22124283315002x2.png,416,416,ANOM,180,191,229,239
Data\images/20200426T22124283315002x2.png,416,416,ANOM,84,366,132,415
Data\images/20200426T22124283315002x2.png,416,416,ANOM,272,284,293,307
Data\images/20200426T22124283315002x2.png,416,416,OTHPAR,273,308,293,317
Data\images/20200426T22124283315003x2.png,416,416,ANOM,170,39,200,75
Data\images/20200426T22124283315003x2.png,416,416,OTHPAR,254,62,277,88
Data\images/20200426T22124283315003x2.png,416,416,OTHPAR,335,89,360,123
Data\images/20200426T22124283315003x2.png,416,416,ANOM,362,53,394,81
Data\images/20200426T22124283315003x2.png,416,416,ANOM,298,310,330,345
Data\images/20200426T22124283315003x2.png,416,416,ANOM,310,371,330,404
Data\images/20200426T22124283315003x2.png,416,416,OTHPAR,167,266,192,287
Data\images/20200426T22124283315003x2.png,416,416,ANOM,109,244,151,296
Data\images/20200426T22124283315003x2.png,416,416,ANOM,5,226,34,270
Data\images/20200426T22124283315003x2.png,416,416,ANOM,300,169,316,189
Data\images/20200426T22124283315011x1.png,416,416,ANOM,302,285,330,318
Data\images/20200426T22124283315011x1.png,416,416,ANOM,183,225,202,250
Data\images/20200426T22124283315011x1.png,416,416,ANOM,132,251,150,267
Data\images/20200426T22124283315011x1.png,416,416,ANOM,267,60,301,90
Data\images/20200426T22124283315012x2.png,416,416,ANOM,16,14,41,46
Data\images/20200426T22124283315012x2.png,416,416,ANOM,201,106,231,137
Data\images/20200426T22124283315012x2.png,416,416,ANOM,304,54,333,86
Data\images/20200426T22124283315012x2.png,416,416,ANOM,113,192,138,217
Data\images/20200426T22124283315012x2.png,416,416,ANOM,22,307,49,342
Data\images/20200426T22124283315012x2.png,416,416,OTHPAR,166,228,182,245
Data\images/20200426T22124283315022x1.png,416,416,ANOM,153,112,178,142
Data\images/20200426T22124283315022x1.png,416,416,ANOM,113,258,140,287
Data\images/20200426T22124283315022x1.png,416,416,ANOM,330,200,352,224
Data\images/20200426T22124283315022x1.png,416,416,ANOM,253,71,273,89
Data\images/20200426T22124283315022x1.png,416,416,ANOM,343,50,366,74
Data\images/20200426T22124283315022x1.png,416,416,ANOM,230,320,258,350
Data\images/20200426T22124283315022x1.png,416,416,ANOM,367,312,394,339
Data\images/20200426T22124283315022x1.png,416,416,ANOM,379,382,391,394
Data\images/20200426T22124283315032x2.png,416,416,ANOM,255,104,291,126
Data\images/20200426T22124283315032x2.png,416,416,ANOM,101,181,131,214
Data\images/20200426T22124283315032x2.png,416,416,ANOM,345,225,361,248
Data\images/20200426T22124283315032x2.png,416,416,ANOM,248,236,265,253
Data\images/20200426T22124283315032x2.png,416,416,ANOM,301,29,312,44
Data\images/20200426T22124283315032x2.png,416,416,ANOM,258,9,270,24
Data\images/20200426T22124283315032x2.png,416,416,POL,327,287,389,352
Data\images/20200426T22124283315032x2.png,416,416,ANOM,66,381,80,394
Data\images/20200426T22124283315032x2.png,416,416,ANOM,174,407,182,415
Data\images/20200426T22124283315032x2.png,416,416,MOL,30,382,53,400
Data\images/20200426T22124283315032x2.png,416,416,OTHPAR,27,319,37,328
Data\images/20200426T22124283315033x1.png,416,416,POL,141,34,189,83
Data\images/20200426T22124283315033x1.png,416,416,MOL,4,67,23,86
Data\images/20200426T22124283315033x1.png,416,416,ANOM,95,118,118,140
Data\images/20200426T22124283315033x1.png,416,416,ANOM,11,301,22,315
Data\images/20200426T22124283315033x1.png,416,416,ANOM,144,116,167,135
Data\images/20200426T22124283315033x1.png,416,416,ANOM,252,18,273,39
Data\images/20200426T22124283315033x1.png,416,416,ANOM,141,89,157,110
Data\images/20200426T22124283315033x1.png,416,416,ANOM,329,146,351,171
Data\images/20200426T22124283315033x1.png,416,416,ANOM,340,20,358,44
Data\images/20200426T22124283315033x1.png,416,416,ANOM,53,142,69,164
Data\images/20200426T22124283315033x1.png,416,416,ANOM,174,261,196,286
Data\images/20200426T22124283315033x1.png,416,416,ANOM,258,236,281,262
Data\images/20200426T22124283315033x1.png,416,416,ANOM,28,259,53,288
Data\images/20200426T22124283315033x1.png,416,416,ANOM,1,37,24,59
Data\images/20200426T22124283315033x1.png,416,416,OTHPAR,126,358,140,369
Data\images/20200426T22124283315033x1.png,416,416,OTHPAR,305,371,322,388
Data\images/20200426T22124283315033x1.png,416,416,ANOM,221,300,227,306
Data\images/20200426T22124283315033x1.png,416,416,ANOM,115,220,122,227
Data\images/20200426T22124283315033x1.png,416,416,OTHPAR,144,403,156,413
Data\images/20200426T22124283315033x1.png,416,416,OTHPAR,254,117,267,132
Data\images/20200426T22124283315220x2.png,416,416,ANOM,43,160,91,208
Data\images/20200426T22124283315220x2.png,416,416,ANOM,225,110,267,155
Data\images/20200426T22124283315220x2.png,416,416,ANOM,189,289,223,328
Data\images/20200426T22124283315220x2.png,416,416,ANOM,320,351,360,394
Data\images/20200426T22124283315220x2.png,416,416,OTHPAR,309,380,321,393
Data\images/20200426T22124283315220x2.png,416,416,ANOM,83,350,133,395
Data\images/20200426T22124283315220x2.png,416,416,ANOM,175,154,195,177
Data\images/20200426T22124283315220x2.png,416,416,OTHPAR,212,171,221,182
Data\images/20200426T22124283315220x2.png,416,416,OTHPAR,372,22,381,33
Data\images/20200426T22124283315222x0.png,416,416,MOL,183,235,208,266
Data\images/20200426T22124283315222x0.png,416,416,ANOM,41,314,76,354
Data\images/20200426T22124283315222x0.png,416,416,ANOM,122,336,157,372
Data\images/20200426T22124283315222x0.png,416,416,ANOM,247,355,286,398
Data\images/20200426T22124283315222x0.png,416,416,ANOM,94,171,119,202
Data\images/20200426T22124283315222x0.png,416,416,ANOM,198,82,241,131
Data\images/20200426T22124283315222x0.png,416,416,ANOM,369,15,403,56
Data\images/20200426T22124283315222x0.png,416,416,ANOM,0,8,49,49
Data\images/20200426T22124283315231x2.png,416,416,ANOM,153,301,217,351
Data\images/20200426T22124283315231x2.png,416,416,ANOM,230,135,267,180
Data\images/20200426T22124283315231x2.png,416,416,ANOM,153,66,195,98
Data\images/20200426T22124283315231x2.png,416,416,OTHPAR,157,113,175,140
Data\images/20200426T22124283315252x2.png,416,416,ANOM,322,229,365,283
Data\images/20200426T22124283315252x2.png,416,416,ANOM,236,138,276,180
Data\images/20200426T22124283315252x2.png,416,416,ANOM,252,47,285,76
Data\images/20200426T22124283315252x2.png,416,416,ANOM,16,123,55,168
Data\images/20200426T22124283315252x2.png,416,416,MOL,335,33,348,47
Data\images/20200426T22124283315252x2.png,416,416,OTHPAR,373,10,386,21
Data\images/20200426T22124283315252x2.png,416,416,ANOM,89,84,109,104
Data\images/20200426T22124283315253x2.png,416,416,ANOM,168,167,216,203
Data\images/20200426T22124283315253x2.png,416,416,ANOM,126,221,153,266
Data\images/20200426T22124283315253x2.png,416,416,ANOM,33,230,77,282
Data\images/20200426T22124283315253x2.png,416,416,ANOM,136,42,169,85
Data\images/20200426T22124283315253x2.png,416,416,OTHPAR,48,33,61,48
Data\images/20200426T22124283315253x2.png,416,416,OTHPAR,88,9,98,21
Data\images/20200426T22124283315253x2.png,416,416,OTHPAR,226,172,239,184
Data\images/20200426T22124283315271x1.png,416,416,ANOM,335,196,364,229
Data\images/20200426T22124283315271x1.png,416,416,ANOM,304,288,335,318
Data\images/20200426T22124283315271x1.png,416,416,ANOM,82,258,106,287
Data\images/20200426T22124283315271x1.png,416,416,ANOM,24,147,46,171
Data\images/20200426T22124283315271x1.png,416,416,ANOM,108,127,127,152
Data\images/20200426T22124283315410x1.png,416,416,ANOM,8,193,44,223
Data\images/20200426T22124283315410x1.png,416,416,ANOM,264,178,287,208
Data\images/20200426T22124283315410x1.png,416,416,ANOM,89,328,134,353
Data\images/20200426T22124283315410x1.png,416,416,ANOM,209,87,252,130
Data\images/20200426T22124283315410x1.png,416,416,OTHPAR,152,125,163,134
Data\images/20200426T22124283315410x1.png,416,416,OTHPAR,288,234,309,251
Data\images/20200426T22124283315440x0.png,416,416,ANOM,383,334,414,360
Data\images/20200426T22124283315440x0.png,416,416,ANOM,219,361,241,385
Data\images/20200426T22124283315440x0.png,416,416,ANOM,121,301,145,325
Data\images/20200426T22124283315440x0.png,416,416,ANOM,198,160,224,190
Data\images/20200426T22124283315440x0.png,416,416,ANOM,303,170,333,200
Data\images/20200426T22124283315440x0.png,416,416,ANOM,99,59,124,86
Data\images/20200426T22124283315440x0.png,416,416,ANOM,301,36,328,56
Data\images/20200426T22124283315440x0.png,416,416,OTHPAR,255,138,270,150
Data\images/20200426T22124283315440x0.png,416,416,ANOM,109,194,119,202
Data\images/20200426T22124283315440x0.png,416,416,OTHPAR,193,364,203,377
Data\images/20200426T22124283315440x0.png,416,416,OTHPAR,168,382,176,390
Data\images/20200426T22124283315452x1.png,416,416,ANOM,161,188,190,219
Data\images/20200426T22124283315452x1.png,416,416,ANOM,367,171,397,199
Data\images/20200426T22124283315452x1.png,416,416,OTHPAR,35,46,49,69
Data\images/20200426T22124283315452x1.png,416,416,ANOM,78,132,92,160
Data\images/20200426T22124283315452x1.png,416,416,OTHPAR,89,154,117,183
Data\images/20200426T22124283315452x1.png,416,416,OTHPAR,213,247,233,267
Data\images/20200426T22124283315452x1.png,416,416,OTHPAR,297,308,317,332
Data\images/20200426T22124283315670x2.png,416,416,ANOM,304,175,364,218
Data\images/20200426T22124283315670x2.png,416,416,ANOM,190,328,241,379
Data\images/20200426T22124283315670x2.png,416,416,ANOM,50,80,99,133
Data\images/20200426T22124283315670x2.png,416,416,ANOM,161,258,171,267
Data\images/20200426T22124283315690x0.png,416,416,ANOM,249,69,357,146
Data\images/20200426T22124283315690x0.png,416,416,ANOM,211,348,254,386
Data\images/20200426T22124283315690x0.png,416,416,ANOM,150,222,172,244
Data\images/20200426T22124283315690x0.png,416,416,OTHPAR,346,21,365,40
Data\images/20200426T22124283315690x0.png,416,416,OTHPAR,321,306,338,325
Data\images/20200426T22124283315690x2.png,416,416,ANOM,313,174,369,234
Data\images/20200426T22124283315690x2.png,416,416,ANOM,116,198,176,263
Data\images/20200426T22124283315690x2.png,416,416,ANOM,30,353,90,406
Data\images/20200426T22124283315690x2.png,416,416,OTHPAR,209,158,218,168
Data\images/20200426T22124283315690x2.png,416,416,OTHPAR,273,212,293,224
Data\images/20200426T22124283315692x2.png,416,416,ANOM,158,292,212,352
Data\images/20200426T22124283315692x2.png,416,416,ANOM,17,231,77,286
Data\images/20200426T22124283315692x2.png,416,416,ANOM,165,83,217,130
Data\images/20200426T22124283315692x2.png,416,416,ANOM,337,121,372,157
Data\images/20200426T22124283315692x2.png,416,416,OTHPAR,91,306,109,323
Data\images/20200426T22124283315692x2.png,416,416,ANOM,367,233,382,251
Data\images/20200426T22124283315732x2.png,416,416,ANOM,321,270,360,317
Data\images/20200426T22124283315732x2.png,416,416,ANOM,122,250,170,287
Data\images/20200426T22124283315732x2.png,416,416,ANOM,90,317,137,352
Data\images/20200426T22124283315732x2.png,416,416,ANOM,90,33,125,68
Data\images/20200426T22124283315732x2.png,416,416,OTHPAR,312,249,325,264
Data\images/20200426T22124283315732x2.png,416,416,OTHPAR,83,197,114,231
Data\images/20200426T22124283315732x2.png,416,416,OTHPAR,85,104,105,123
Data\images/20200426T22124283315741x2.png,416,416,ANOM,202,18,224,40
Data\images/20200426T22124283315741x2.png,416,416,ANOM,298,58,331,92
Data\images/20200426T22124283315741x2.png,416,416,ANOM,101,165,148,204
Data\images/20200426T22124283315741x2.png,416,416,ANOM,155,310,215,346
Data\images/20200426T22124283315741x2.png,416,416,ANOM,1,234,43,286
Data\images/20200426T22124283315741x2.png,416,416,OTHPAR,157,67,167,77
Data\images/20200426T22124283315741x2.png,416,416,ANOM,4,332,23,350
Data\images/20200426T22124283315741x2.png,416,416,OTHPAR,263,99,275,114
Data\images/20200426T22124283315741x2.png,416,416,OTHPAR,192,67,203,78
Data\images/20200426T22124283316051x2.png,416,416,ANOM,358,175,391,206
Data\images/20200426T22124283316051x2.png,416,416,ANOM,216,72,238,95
Data\images/20200426T22124283316051x2.png,416,416,ANOM,273,4,306,34
Data\images/20200426T22124283316051x2.png,416,416,ANOM,86,16,115,42
Data\images/20200426T22124283316051x2.png,416,416,ANOM,324,337,358,368
Data\images/20200426T22124283316051x2.png,416,416,ANOM,102,390,131,413
Data\images/20200426T22124283316051x2.png,416,416,OTHPAR,275,293,297,314
Data\images/20200426T22124283316051x2.png,416,416,ANOM,3,173,28,198
Data\images/20200426T22124283316701x0.png,416,416,ANOM,272,310,329,372
Data\images/20200426T22124283316701x0.png,416,416,ANOM,76,292,114,339
Data\images/20200426T22124283316701x0.png,416,416,ANOM,126,122,191,164
Data\images/20200426T22124283316701x0.png,416,416,ANOM,120,14,184,56
Data\images/20200426T22124283316703x2.png,416,416,ANOM,34,319,74,346
Data\images/20200426T22124283316703x2.png,416,416,ANOM,243,208,286,253
Data\images/20200426T22124283316703x2.png,416,416,ANOM,172,36,211,71
Data\images/20200426T22124283316703x2.png,416,416,ANOM,85,120,113,145
Data\images/20200426T22124283316703x2.png,416,416,POL,251,335,314,397
Data\images/20200426T22124283316703x2.png,416,416,OTHPAR,346,351,355,367
Data\images/20200426T22124283316703x2.png,416,416,OTHPAR,319,340,334,361
Data\images/20200426T22124283316703x2.png,416,416,OTHPAR,347,321,361,334
Data\images/20200426T22124283316703x2.png,416,416,OTHPAR,369,398,384,413
Data\images/20200426T22124283316703x2.png,416,416,OTHPAR,85,395,99,413
Data\images/20200426T22124283316720x1.png,416,416,ANOM,306,65,349,135
Data\images/20200426T22124283316720x1.png,416,416,ANOM,222,28,270,89
Data\images/20200426T22124283316720x1.png,416,416,ANOM,18,35,104,91
Data\images/20200426T22124283316720x1.png,416,416,ANOM,182,154,226,214
Data\images/20200426T22124283316720x1.png,416,416,ANOM,57,146,130,215
Data\images/20200426T22124283316720x1.png,416,416,ANOM,287,326,330,368
Data\images/20200426T22124283316720x1.png,416,416,OTHPAR,279,193,288,204
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,OTHPAR,62,12,80,32
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,ANOM,70,235,86,248
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,OTHPAR,234,391,252,407
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,ANOM,54,310,79,334
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,OTHPAR,279,375,297,400
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,OTHPAR,118,49,172,106
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,OTHPAR,367,250,379,267
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,MOL,148,138,183,174
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,ANOM,136,254,156,272
Data\images/20476a2c3cfd4c49a754c0b71be5ac9b.png,416,416,OTHPAR,293,139,306,151
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,64,176,84,194
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,204,215,221,233
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,6,356,25,377
Data\images/2057021923c04092909864bf35f9b285.png,416,416,POL,115,156,170,213
Data\images/2057021923c04092909864bf35f9b285.png,416,416,MOL,116,104,136,126
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,220,230,240,255
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,365,38,383,57
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,346,300,368,319
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,226,200,246,218
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,17,63,40,85
Data\images/2057021923c04092909864bf35f9b285.png,416,416,ANOM,286,209,309,228
Data\images/2057021923c04092909864bf35f9b285.png,416,416,ANOM,42,105,65,130
Data\images/2057021923c04092909864bf35f9b285.png,416,416,OTHPAR,316,246,338,266
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,189,73,210,105
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,27,91,46,110
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,211,192,228,209
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,183,214,202,232
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,125,50,190,100
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,153,13,169,27
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,236,329,260,355
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,MOL,345,339,362,359
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,381,170,397,184
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,109,85,122,101
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,ANOM,247,221,266,244
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,338,381,373,411
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,176,231,218,260
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,OTHPAR,149,96,166,108
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,ANOM,113,104,126,119
Data\images/20a5f99b1c6e495c95f69e8f9b43a3ea.png,416,416,ANOM,160,338,176,356
Data\images/20d9a0e29ce04af59e61f5afe81cc82d.png,416,416,POL,325,62,384,119
Data\images/20d9a0e29ce04af59e61f5afe81cc82d.png,416,416,ANOM,9,105,35,127
Data\images/20d9a0e29ce04af59e61f5afe81cc82d.png,416,416,POL,67,200,124,255
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,OTHPAR,315,328,342,353
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,ANOM,97,385,116,403
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,POL,67,247,118,289
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,ANOM,95,205,118,229
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,POL,173,323,236,384
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,POL,302,126,364,193
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,ANOM,314,378,340,403
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,POL,285,233,344,292
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,ANOM,174,104,198,127
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,ANOM,367,388,380,404
Data\images/2137997ee3c346e2931c4cd64dcc8c0f.png,416,416,OTHPAR,48,379,61,392
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,ANOM,121,268,151,295
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,ANOM,309,168,334,187
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,ANOM,174,90,216,110
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,OTHPAR,294,17,321,40
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,POL,139,338,218,405
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,ANOM,31,108,63,131
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,ANOM,134,291,163,313
Data\images/21e277e6395f477a917cb5a73bcdf396.png,416,416,ANOM,373,44,390,79
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,OTHPAR,325,340,344,361
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,MOL,177,119,191,133
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,POL,303,102,371,164
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,ANOM,179,46,214,76
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,ANOM,13,20,19,121
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,ANOM,12,134,17,173
Data\images/2317dd2071c64d689fd43bca99c41ab3.png,416,416,ANOM,345,179,359,190
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,POL,238,148,288,204
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,ANOM,240,327,284,362
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,OTHPAR,26,268,44,283
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,OTHPAR,57,232,73,248
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,ANOM,382,358,398,377
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,OTHPAR,378,183,392,200
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,OTHPAR,173,266,196,286
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,OTHPAR,114,125,143,147
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,ANOM,31,328,44,341
Data\images/23678421c5c14cd18643d3633567228d.png,416,416,ANOM,183,284,195,294
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,ANOM,290,372,324,413
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,POL,371,29,414,94
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,ANOM,255,82,297,124
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,ANOM,88,353,124,384
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,ANOM,184,121,209,150
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,ANOM,128,190,162,218
Data\images/237173cd76e143e3abe37eacd9386b62.png,416,416,POL,217,365,270,414
